Song,Album,Lyric,Previous Lyric,Next Lyric,Multiplicity
Watch Me While I Bloom,Petals for Armor,"Got a lot, got a lot, got a lot","Ooh, got a lot to learn",You got a lot to learn,1
Watch Me While I Bloom,Petals for Armor,You got a lot to learn,"Got a lot, got a lot, got a lot","Got a lot, got a lot, got a lot",1
Watch Me While I Bloom,Petals for Armor,"Got a lot, got a lot, got a lot",You got a lot to learn,,1
Watch Me While I Bloom,Petals for Armor,So come and look inside of me,And I'm on the move,"Watch me while I bloom, ooh, ooh",1
Watch Me While I Bloom,Petals for Armor,"Watch me while I bloom, ooh, ooh",So come and look inside of me,You wanna look inside of me?,1
Watch Me While I Bloom,Petals for Armor,You wanna look inside of me?,"Watch me while I bloom, ooh, ooh",And just watch me bloom,1
Watch Me While I Bloom,Petals for Armor,So come and look inside of me,And I'm on the move,"Watch me while I bloom, yeah",1
Watch Me While I Bloom,Petals for Armor,"Watch me while I bloom, yeah",So come and look inside of me,,1
Watch Me While I Bloom,Petals for Armor,You wanna look inside of me?,,"Watch me while I bloom, yeah",1
Watch Me While I Bloom,Petals for Armor,"Watch me while I bloom, yeah",You wanna look inside of me?,You only got one side of me,1
Watch Me While I Bloom,Petals for Armor,You only got one side of me,"Watch me while I bloom, yeah","Watch me while I bloom, yeah",1
Watch Me While I Bloom,Petals for Armor,"Watch me while I bloom, yeah",You only got one side of me,I'm alive in spite of me,1
Watch Me While I Bloom,Petals for Armor,I'm alive in spite of me,"Watch me while I bloom, yeah","Watch me while I bloom, yeah",1
Watch Me While I Bloom,Petals for Armor,"Watch me while I bloom, yeah",I'm alive in spite of me,So come and look inside of me,1
Watch Me While I Bloom,Petals for Armor,So come and look inside of me,"Watch me while I bloom, yeah",Mmm-mmm-mmm-mmm-mmm,1
Watch Me While I Bloom,Petals for Armor,Mmm-mmm-mmm-mmm-mmm,So come and look inside of me,,1
Why We Ever,Petals for Armor,Open your mouth,,Say something warm,1
Why We Ever,Petals for Armor,Say something warm,Open your mouth,I've spent a while,1
Why We Ever,Petals for Armor,I've spent a while,Say something warm,On the stranger side of your door,1
Why We Ever,Petals for Armor,On the stranger side of your door,I've spent a while,How do you sound?,1
Why We Ever,Petals for Armor,How do you sound?,On the stranger side of your door,What do you look like now?,1
Why We Ever,Petals for Armor,What do you look like now?,How do you sound?,I try to replicate our movements in my mind,1
Why We Ever,Petals for Armor,I try to replicate our movements in my mind,What do you look like now?,,1
Why We Ever,Petals for Armor,And now I,,Can't seem to remember why,1
Why We Ever,Petals for Armor,Can't seem to remember why,And now I,We ever,2
Why We Ever,Petals for Armor,We ever,Can't seem to remember why,Felt we had to say goodbye,2
Why We Ever,Petals for Armor,Felt we had to say goodbye,We ever,I can't seem to remember why,1
Why We Ever,Petals for Armor,I can't seem to remember why,Felt we had to say goodbye,Can't seem to remember why,1
Why We Ever,Petals for Armor,Can't seem to remember why,I can't seem to remember why,,1
Why We Ever,Petals for Armor,Tin-can telephone,,From your home to my home,1
Why We Ever,Petals for Armor,From your home to my home,Tin-can telephone,I can't feel your energy no more,1
Why We Ever,Petals for Armor,I can't feel your energy no more,From your home to my home,"No more, no more (No more, no more, no more)",1
Why We Ever,Petals for Armor,"No more, no more (No more, no more, no more)",I can't feel your energy no more,"No more, no more, ha-ah",1
Why We Ever,Petals for Armor,"No more, no more, ha-ah","No more, no more (No more, no more, no more)","No more, no more (No more, no more, no more)",1
Why We Ever,Petals for Armor,"No more, no more (No more, no more, no more)","No more, no more, ha-ah","No more, no more, ha-ah",1
Why We Ever,Petals for Armor,"No more, no more, ha-ah","No more, no more (No more, no more, no more)","No more, no more",1
Why We Ever,Petals for Armor,"No more, no more","No more, no more, ha-ah",You might also like[Chorus],1
Why We Ever,Petals for Armor,You might also like[Chorus],"No more, no more",And now I,1
Why We Ever,Petals for Armor,And now I,You might also like[Chorus],Can't seem to remember why,1
Why We Ever,Petals for Armor,Felt we had to say goodbye,We ever,Can't seem to remember why,1
Why We Ever,Petals for Armor,Can't seem to remember why,Felt we had to say goodbye,"Darling, we ever",1
Why We Ever,Petals for Armor,"Darling, we ever",Can't seem to remember why,Can't seem to remember why,1
Why We Ever,Petals for Armor,Can't seem to remember why,"Darling, we ever",,1
Why We Ever,Petals for Armor,I spent the weekend at home again,,Drawing circles on the floor,1
Why We Ever,Petals for Armor,Drawing circles on the floor,I spent the weekend at home again,Tried to keep myself from hurting,1
Why We Ever,Petals for Armor,Tried to keep myself from hurting,Drawing circles on the floor,I don't know why anymore,1
Why We Ever,Petals for Armor,I don't know why anymore,Tried to keep myself from hurting,,1
Why We Ever,Petals for Armor,I just wanna talk about it,,I know I freaked you out,1
Why We Ever,Petals for Armor,I know I freaked you out,I just wanna talk about it,I just wanna talk about it,2
Why We Ever,Petals for Armor,I just wanna talk about it,I know I freaked you out,Sorry for freaking out,2
Why We Ever,Petals for Armor,Sorry for freaking out,I just wanna talk about it,I just wanna talk about it,2
Why We Ever,Petals for Armor,I just wanna talk about it,Sorry for freaking out,I know I freaked you out,1
Why We Ever,Petals for Armor,Sorry for freaking out,I just wanna talk about it,Sorry for freaking out,1
Why We Ever,Petals for Armor,Sorry for freaking out,Sorry for freaking out,I just wanna talk about it,1
Why We Ever,Petals for Armor,I just wanna talk about it,Sorry for freaking out,Sorry for freaking out,2
Why We Ever,Petals for Armor,Sorry for freaking out,I just wanna talk about it,,1
Find Me Here,Petals for Armor: Self-Serenades,No one can hold your hand,,Now through the delicate darkness you go,1
Find Me Here,Petals for Armor: Self-Serenades,Now through the delicate darkness you go,No one can hold your hand,If I trespass even one step,1
Find Me Here,Petals for Armor: Self-Serenades,If I trespass even one step,Now through the delicate darkness you go,"It all just disappears, clock starts over",1
Find Me Here,Petals for Armor: Self-Serenades,"It all just disappears, clock starts over",If I trespass even one step,,1
Find Me Here,Petals for Armor: Self-Serenades,"As long as I am loving you, you'll never be alone",,As long as you keep wanting me around,2
Find Me Here,Petals for Armor: Self-Serenades,As long as you keep wanting me around,"As long as I am loving you, you'll never be alone",But this is one trip you're gonna have to take alone,2
Find Me Here,Petals for Armor: Self-Serenades,But this is one trip you're gonna have to take alone,As long as you keep wanting me around,"When you come back, you'll find me here where I belong",1
Find Me Here,Petals for Armor: Self-Serenades,"When you come back, you'll find me here where I belong",But this is one trip you're gonna have to take alone,,1
Find Me Here,Petals for Armor: Self-Serenades,"Hmm, hmm",,"La, la, la, la, hmm, hmm",1
Find Me Here,Petals for Armor: Self-Serenades,"La, la, la, la, hmm, hmm","Hmm, hmm",,1
Find Me Here,Petals for Armor: Self-Serenades,But this is one trip you're gonna have to take alone,As long as you keep wanting me around,"When you come back, you'll find me here where I belongYou might also like",1
Find Me Here,Petals for Armor: Self-Serenades,"When you come back, you'll find me here where I belongYou might also like",But this is one trip you're gonna have to take alone,,1
